year,preset_demand
2010,6752.667697421865
2011,6146.898004260432
2012,6118.2520279484725
2013,6575.4704482335455
2014,5864.917411901231
2015,5731.232298465173
2016,5573.315710319039
2017,5463.839851315889
2018,5454.070554186562
2019,5384.949608170017
2020,5313.360945807543
2021,5196.7398118557485
2022,4723.191142925269
2023,4160.637384212435
2024,3744.635865416445
2025,3380.831922437409
2026,3042.8912514260883
2027,2746.6278931250486
2028,2498.5441578372797
2029,2259.4022872718824
2030,2062.1151126497984
2031,1894.805737557039
2032,1755.7475289667886
2033,1636.5750532220234
2034,1506.0150610960777
2035,1386.3068959732745
2036,1250.5577073008121
2037,1130.0060540183028
2038,1009.454400735791
2039,888.9027474532791
2040,768.3510941707673
2041,647.7994408882554
2042,527.2477876057436
2043,406.6961343232343
2044,286.1444810407224
2045,165.59282775821003
2046,45.04117447569843
2047,0.0
2048,0.0
2049,0.0
2050,0.0
