year,max_demand
2010,3.087385439508358
2011,3.13381085174849
2012,3.180236263988622
2013,3.226661676228754
2014,3.273087088468886
2015,3.3195125007090174
2016,3.4009002604386316
2017,3.4822880201682453
2018,3.5636757798978596
2019,3.6450635396274733
2020,3.7264512993570875
2021,3.7142240302897274
2022,3.701996761222367
2023,3.689769492155008
2024,3.6775422230876478
2025,3.665314954020288
2026,3.692062105105138
2027,3.7188092561899873
2028,3.745556407274837
2029,3.772303558359687
2030,3.7990507094445363
2031,3.8309562396671786
2032,3.8628617698898204
2033,3.8947673001124627
2034,3.9266728303351046
2035,3.958578360557747
2036,3.9763461109212535
2037,3.9941138612847613
2038,4.011881611648268
2039,4.029649362011775
2040,4.047417112375283
2041,4.087728890081735
2042,4.128040667788187
2043,4.168352445494639
2044,4.20866422320109
2045,4.248976000907542
2046,4.314697572144602
2047,4.38041914338166
2048,4.4461407146187195
2049,4.511862285855779
2050,4.577583857092838
