year,max_demand
2010,10077.520111263804
2011,10229.057078283427
2012,10380.59404530305
2013,10532.131012322674
2014,10683.667979342297
2015,10835.204946361919
2016,11100.862345334592
2017,11366.519744307263
2018,11632.177143279936
2019,11897.834542252607
2020,12163.49194122528
2021,12123.580970487601
2022,12083.669999749922
2023,12043.759029012244
2024,12003.848058274565
2025,11963.937087536888
2026,12051.24233602556
2027,12138.547584514232
2028,12225.852833002902
2029,12313.158081491574
2030,12400.463329980246
2031,12504.606019248877
2032,12608.748708517505
2033,12712.891397786136
2034,12817.034087054764
2035,12921.176776323395
2036,12979.172405676582
2037,13037.168035029772
2038,13095.163664382959
2039,13153.15929373615
2040,13211.15492308934
2041,13342.736404740122
2042,13474.317886390905
2043,13605.89936804169
2044,13737.480849692472
2045,13869.062331343255
2046,14083.583799058279
2047,14298.105266773298
2048,14512.626734488322
2049,14727.148202203343
2050,14941.669669918363
