year,preset_demand
2010,853.7493746675657
2011,777.1610513703017
2012,773.5392998701628
2013,831.3460745991944
2014,741.5098442944713
2015,724.6078453938039
2016,704.6422267049305
2017,690.8010382512446
2018,689.5658921299141
2019,680.826832682255
2020,671.7757763495729
2021,657.0312006284277
2022,597.1597693526946
2023,526.0352980713167
2024,473.4396347798397
2025,427.4433851882107
2026,384.7170658313724
2027,347.2600683571749
2028,315.89448909907054
2029,285.65944250704143
2030,260.7161446119233
2031,239.56298251925878
2032,221.9816555613744
2033,206.91451007107813
2034,190.40762469943675
2035,175.27275123969065
2036,158.10978837317901
2037,142.86827150653707
2038,127.62675463989481
2039,112.38523777325254
2040,97.1437209066103
2041,81.90220403996804
2042,66.66068717332578
2043,51.419170306683846
2044,36.17765344004159
2045,20.936136573399267
2046,5.694619706757043
2047,0.0
2048,0.0
2049,0.0
2050,0.0
