key,demand
energy_steel_blastfurnace_current_transformation_cokes,3.75958150000000E+05
energy_steel_blastfurnace_bat_transformation_cokes,0.00000000000000E+00
energy_steel_hisarna_transformation_coal,0.00000000000000E+00
