key,demand,input_of_electricity,input_of_network_gas,input_of_coal,input_of_crude_oil,input_of_wood_pellets,input_of_steam_hot_water,input_of_coal_gas,input_of_useable_heat,input_of_hydrogen,input_of_diesel,input_of_biodiesel,input_of_gasoline,input_of_bio_ethanol,output_of_useable_heat
households_cooker_wood_pellets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
households_final_demand_for_cooking_wood_pellets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
households_useful_demand_for_hot_water_after_solar_heater,326649654897.7512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,326649654897.7512,0.0,0.0,0.0,0.0,0.0,326649654897.7512
households_water_heater_network_gas_aggregator,46999691603.97662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46999691603.97662,0.0,0.0,0.0,0.0,0.0,46999691603.97662
households_water_heater_hybrid_heatpump_air_water_electricity_aggregator,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
households_water_heater_resistive_electricity_aggregator,24832446113.87032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24832446113.87032,0.0,0.0,0.0,0.0,0.0,24832446113.87032
households_water_heater_heatpump_air_water_electricity_aggregator,7572230095.584143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7572230095.584143,0.0,0.0,0.0,0.0,0.0,7572230095.584143
households_water_heater_wood_pellets_aggregator,34552116210.625595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34552116210.625595,0.0,0.0,0.0,0.0,0.0,34552116210.625595
households_water_heater_heatpump_air_water_electricity,7572230095.584143,2524076698.5280447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7572230095.584143
households_water_heater_hybrid_hydrogen_heatpump_air_water_electricity_aggregator,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
households_water_heater_network_gas,70148793438.77107,0.0,70148793438.77107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46999691603.97662
households_water_heater_combined_network_gas_aggregator,97767798338.47443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97767798338.47443,0.0,0.0,0.0,0.0,0.0,97767798338.47443
households_water_heater_heatpump_ground_water_electricity_aggregator,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
households_water_heater_coal_aggregator,3809132699.205865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3809132699.205865,0.0,0.0,0.0,0.0,0.0,3809132699.205865
households_water_heater_coal,4761415874.007331,0.0,0.0,4761415874.007331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3809132699.205865
households_final_demand_for_hot_water_coal,4761415874.007331,0.0,0.0,4761415874.007331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
households_water_heater_district_heating_steam_hot_water_aggregator,32438467619.9075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32438467619.9075,0.0,0.0,0.0,0.0,0.0,32438467619.9075
households_water_heater_district_heating_steam_hot_water,32438467619.9075,0.0,0.0,0.0,0.0,0.0,32438467619.9075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32438467619.9075
households_water_heater_heatpump_ground_water_electricity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
households_water_heater_combined_network_gas,108630887042.74936,0.0,108630887042.74936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97767798338.47443
households_water_heater_crude_oil_aggregator,78677772216.10677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78677772216.10677,0.0,0.0,0.0,0.0,0.0,78677772216.10677
households_water_heater_crude_oil,92562084960.12561,0.0,0.0,0.0,92562084960.12561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78677772216.10677
households_final_demand_for_hot_water_crude_oil,92562084960.12561,0.0,0.0,0.0,92562084960.12561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
households_water_heater_hybrid_hydrogen_heatpump_air_water_electricity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
households_water_heater_wood_pellets,42136727086.12878,0.0,0.0,0.0,0.0,42136727086.12878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34552116210.625595
households_water_heater_hybrid_heatpump_air_water_electricity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
households_final_demand_for_hot_water_network_gas,178779680481.52045,0.0,178779680481.52045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
households_detached_houses_useful_demand_for_space_heating_after_insulation,334690196310.9554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,334690196310.9554,0.0,0.0,0.0,0.0,0.0,334690196310.9554
households_cooker_resistive_electricity,74616784119.9813,74616784119.9813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41039231265.989716
households_final_demand_for_cooking_electricity,83303022875.55527,83303022875.55527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
households_final_demand_for_hot_water_steam_hot_water,32438467619.9075,0.0,0.0,0.0,0.0,0.0,32438467619.9075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
households_appliances_computer_media_electricity,21823004926.087944,21823004926.087944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
households_water_heater_combined_hydrogen_aggregator,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
households_water_heater_deficit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
households_water_heater_combined_hydrogen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
households_terraced_houses_useful_demand_for_space_heating,180339466433.68262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180339466433.68262,0.0,0.0,0.0,0.0,0.0,0.0
households_terraced_houses_useful_demand_for_space_heating_after_insulation,180339466433.68262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180339466433.68262,0.0,0.0,0.0,0.0,0.0,180339466433.68262
households_useful_demand_for_space_heating_after_insulation,1400153262983.829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1400153262983.829,0.0,0.0,0.0,0.0,0.0,1400153262983.829
households_space_heater_heatpump_air_water_electricity_aggregator,32430366488.48269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32430366488.48269,0.0,0.0,0.0,0.0,0.0,32430366488.48269
households_space_heater_hybrid_hydrogen_heatpump_air_water_electricity_aggregator,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
households_space_heater_district_heating_steam_hot_water_aggregator,138927552380.09262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138927552380.09262,0.0,0.0,0.0,0.0,0.0,138927552380.09262
households_space_heater_heatpump_ground_water_electricity_aggregator,5.450842178915676e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.450842178915676e-05,0.0,0.0,0.0,0.0,0.0,5.450842178915676e-05
households_space_heater_heatpump_ground_water_electricity,5.450842178915676e-05,1.1355921206074307e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.450842178915676e-05
households_space_heater_electricity_aggregator,106352463952.19135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106352463952.19135,0.0,0.0,0.0,0.0,0.0,106352463952.19135
households_space_heater_electricity,106352463952.19135,106352463952.19135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106352463952.19135
households_space_heater_coal_aggregator,16313763300.794153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16313763300.794153,0.0,0.0,0.0,0.0,0.0,16313763300.794153
households_space_heater_coal,20392204125.99269,0.0,0.0,20392204125.99269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16313763300.794153
households_space_heater_heatpump_air_water_electricity,32430366488.48269,7206748108.551701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32430366488.48269
households_final_demand_for_space_heating_coal,20392204125.99269,0.0,0.0,20392204125.99269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
households_final_demand_coal,25153620000.000023,0.0,0.0,25153620000.000023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
households_space_heater_combined_hydrogen_aggregator,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
households_space_heater_hybrid_heatpump_air_water_electricity_aggregator,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
households_space_heater_hybrid_heatpump_air_water_electricity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
households_space_heater_combined_hydrogen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
households_space_heater_crude_oil_aggregator,336961364783.89355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,336961364783.89355,0.0,0.0,0.0,0.0,0.0,336961364783.89355
households_space_heater_crude_oil,396425135039.87476,0.0,0.0,0.0,396425135039.87476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,336961364783.89355
households_final_demand_for_space_heating_crude_oil,396425135039.87476,0.0,0.0,0.0,396425135039.87476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
households_final_demand_crude_oil,488987220000.00037,0.0,0.0,0.0,4399990000.000004,0.0,0.0,0.0,0.0,0.0,459526210000.00037,0.0,0.0,0.0,0.0
households_final_demand_kerosene,129000000.00000009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
households_final_demand_biodiesel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
households_final_demand_bio_kerosene,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
households_final_demand_other_bio_oil,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
households_final_demand_diesel,459526210000.00037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,459526210000.00037,0.0,0.0,0.0,0.0
households_space_heating_savings_from_insulation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
households_final_demand_lpg,24932020000.00002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
households_space_heater_combined_network_gas_aggregator,419897460256.6582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,419897460256.6582,0.0,0.0,0.0,0.0,0.0,419897460256.6582
households_space_heater_combined_network_gas,392427532950.1478,0.0,392427532950.1478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,419897460256.6582
households_space_heater_hybrid_hydrogen_heatpump_air_water_electricity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
households_final_demand_for_space_heating_hydrogen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
households_final_demand_for_space_heating_electricity,113559212060.74306,113559212060.74306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
households_final_demand_other_oil,4399990000.000004,0.0,0.0,0.0,4399990000.000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
households_space_heater_district_heating_steam_hot_water,138927552380.09262,0.0,0.0,0.0,0.0,0.0,138927552380.09262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138927552380.09262
households_final_demand_for_space_heating_steam_hot_water,138927552380.09262,0.0,0.0,0.0,0.0,0.0,138927552380.09262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
households_final_demand_steam_hot_water,171366020000.00012,0.0,0.0,0.0,0.0,0.0,171366020000.00012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
households_appliances_other_electricity,13887366771.146875,13887366771.146875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
households_cooling_heatpump_air_water_electricity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
households_final_demand_for_cooling_electricity,433665875.9496864,433665875.9496864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
households_space_heater_network_gas_aggregator,201290399832.34195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201290399832.34195,0.0,0.0,0.0,0.0,0.0,201290399832.34195
households_space_heater_network_gas,251612999790.42743,0.0,251612999790.42743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201290399832.34195
households_final_demand_for_space_heating_network_gas,644040532740.5752,0.0,644040532740.5752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
households_final_demand_network_gas,826425920000.0009,0.0,826425920000.0009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
households_final_demand_for_hot_water_hydrogen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
households_final_demand_hydrogen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
households_water_heater_resistive_electricity,26139416961.968758,26139416961.968758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24832446113.87032
households_final_demand_for_hot_water_electricity,28663493660.496803,28663493660.496803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
households_appliances_television_electricity,27774733542.29375,27774733542.29375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
households_final_demand_for_appliances_electricity,198390953873.5268,198390953873.5268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
households_final_demand_electricity,463320000000.00006,463320000000.00006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
households_locally_available_electricity,463320000000.00006,463320000000.00006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
households_solar_pv_solar_radiation,91000000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
households_space_heater_wood_pellets_aggregator,147979891989.37454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147979891989.37454,0.0,0.0,0.0,0.0,0.0,147979891989.37454
households_space_heater_wood_pellets,180463282913.8714,0.0,0.0,0.0,0.0,180463282913.8714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147979891989.37454
households_final_demand_for_space_heating_wood_pellets,180463282913.8714,0.0,0.0,0.0,0.0,180463282913.8714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
households_final_demand_for_hot_water_wood_pellets,42136727086.12878,0.0,0.0,0.0,0.0,42136727086.12878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
households_final_demand_wood_pellets,222600010000.00018,0.0,0.0,0.0,0.0,222600010000.00018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
households_space_heater_deficit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
buildings_useful_demand_for_appliances,201280093324.93045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
buildings_appliances_coal,34868147.251147896,0.0,0.0,34868147.251147896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
buildings_appliances_wood_pellets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
buildings_final_demand_for_appliances_wood_pellets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
buildings_useful_demand_for_space_heating,979109222398.1951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,979109222398.1951,0.0,0.0,0.0,0.0,0.0,0.0
buildings_appliances_electricity,201228175299.25455,201228175299.25455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
buildings_final_demand_for_appliances_electricity,201228175299.25455,201228175299.25455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
buildings_useful_demand_light,29458516804.28916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
buildings_lighting_savings_from_motion_detection_light,1148882155.3672774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
buildings_useful_demand_after_motion_detection_light,28309634648.921883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
buildings_lighting_savings_from_daylight_control_light,1500410636.3928597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
buildings_useful_demand_after_motion_detection_daylight_control_light,26809224012.529022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
buildings_lighting_led_electricity,881725589.745405,881725589.745405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
buildings_lighting_standard_fluorescent_electricity,153298494056.6425,153298494056.6425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
