year,max_demand
2010,77.43224584751914
2011,78.59660449485499
2012,79.76096314219083
2013,80.92532178952666
2014,82.08968043686251
2015,83.25403908419834
2016,85.29526041656487
2017,87.3364817489314
2018,89.37770308129795
2019,91.41892441366447
2020,93.460145746031
2021,93.15348338623885
2022,92.84682102644669
2023,92.54015866665453
2024,92.23349630686238
2025,91.92683394707024
2026,92.59765785911557
2027,93.2684817711609
2028,93.93930568320624
2029,94.61012959525159
2030,95.28095350729693
2031,96.08115060237958
2032,96.88134769746223
2033,97.6815447925449
2034,98.48174188762755
2035,99.2819389827102
2036,99.72755772428317
2037,100.17317646585614
2038,100.61879520742912
2039,101.06441394900209
2040,101.51003269057507
2041,102.52106015801483
2042,103.5320876254546
2043,104.54311509289435
2044,105.55414256033411
2045,106.56517002777387
2046,108.21348021165672
2047,109.86179039553953
2048,111.51010057942237
2049,113.15841076330521
2050,114.80672094718804
