year,preset_demand
2010,984.2610618605993
2011,895.9647694691224
2012,891.7893649732656
2013,958.4329950194809
2014,854.8636032788312
2015,835.3778152019551
2016,812.3600752954793
2017,796.4030002462093
2018,794.9790387546919
2019,784.9040493176982
2020,774.4693683898969
2021,757.4708062982652
2022,688.446898028332
2023,606.4497104404155
2024,545.8138084572496
2025,492.7861649731298
2026,443.52832220641415
2027,400.3453165117758
2028,364.1849171457727
2029,329.3278736771752
2030,300.571522456287
2031,276.1847007486373
2032,255.91573651399435
2033,238.54529378276342
2034,219.5150197866867
2035,202.0664955890368
2036,182.2798502843248
2037,164.70838022454458
2038,147.13691016476398
2039,129.56544010498337
2040,111.99397004520277
2041,94.42249998542216
2042,76.85102992564157
2043,59.27955986586134
2044,41.708089806080736
2045,24.136619746300056
2046,6.565149686519493
2047,0.0
2048,0.0
2049,0.0
2050,0.0
