year,preset_demand
2010,5128.794399129991
2011,4668.699463518804
2012,4646.942236679035
2013,4994.209328473356
2014,4454.529220355886
2015,4352.992540074744
2016,4233.051540590521
2017,4149.902302740468
2018,4142.482314278803
2019,4089.983489121514
2020,4035.6103810377203
2021,3947.0341552506115
2022,3587.363893103196
2023,3160.09237669236
2024,2844.130396148725
2025,2567.813582003603
2026,2311.1404717033834
2027,2086.122164745684
2028,1897.6973037763014
2029,1716.063978798448
2030,1566.2201834924474
2031,1439.1451630193833
2032,1333.5275029584532
2033,1243.0134789433864
2034,1143.8503946083374
2035,1052.9295031440104
2036,949.8251139237941
2037,858.2635753044345
2038,766.7020366850729
2039,675.1404980657113
2040,583.5789594463498
2041,492.0174208269883
2042,400.45588220762676
2043,308.89434358826713
2044,217.33280496890558
2045,125.77126634954362
2046,34.209727730182266
2047,0.0
2048,0.0
2049,0.0
2050,0.0
