key,share
industry_final_demand_for_other_minerals_crude_oil,6.46508942321427E-02
industry_final_demand_for_other_transport_equipment_crude_oil,0.00000000000000E+00
industry_final_demand_for_other_machinery_crude_oil,0.00000000000000E+00
industry_final_demand_for_other_mining_crude_oil,0.00000000000000E+00
industry_final_demand_for_other_food_crude_oil,9.54730661096302E-02
industry_final_demand_for_other_paper_crude_oil,1.32442088960924E-02
industry_final_demand_for_other_wood_products_crude_oil,0.00000000000000E+00
industry_final_demand_for_other_construction_crude_oil,7.85898851085749E-03
industry_final_demand_for_other_textile_crude_oil,2.11443309502456E-02
industry_final_demand_for_other_non_specified_crude_oil,7.97628511301032E-01
