key,share
industry_final_demand_for_other_minerals_steam_hot_water,0.00000000000000E+00
industry_final_demand_for_other_transport_equipment_steam_hot_water,0.00000000000000E+00
industry_final_demand_for_other_machinery_steam_hot_water,0.00000000000000E+00
industry_final_demand_for_other_mining_steam_hot_water,0.00000000000000E+00
industry_final_demand_for_other_food_steam_hot_water,6.01909450247078E-03
industry_final_demand_for_other_paper_steam_hot_water,8.81152441629562E-03
industry_final_demand_for_other_wood_products_steam_hot_water,0.00000000000000E+00
industry_final_demand_for_other_construction_steam_hot_water,0.00000000000000E+00
industry_final_demand_for_other_textile_steam_hot_water,0.00000000000000E+00
industry_final_demand_for_other_non_specified_steam_hot_water,9.85169381081234E-01
