key,share
industry_final_demand_for_other_minerals_electricity,8.81001368807971E-02
industry_final_demand_for_other_transport_equipment_electricity,6.62350283455928E-02
industry_final_demand_for_other_machinery_electricity,1.73067379895040E-01
industry_final_demand_for_other_mining_electricity,0.00000000000000E+00
industry_final_demand_for_other_food_electricity,1.44949498831242E-01
industry_final_demand_for_other_paper_electricity,1.40498117617134E-01
industry_final_demand_for_other_wood_products_electricity,0.00000000000000E+00
industry_final_demand_for_other_construction_electricity,1.95023957402360E-02
industry_final_demand_for_other_textile_electricity,3.79865964420854E-02
industry_final_demand_for_other_non_specified_electricity,3.29660846247873E-01
