key,demand
industry_final_demand_for_chemical_fertilizers_network_gas_non_energetic_co2,3.60396000000000E+03
industry_chemicals_fertilizers_emitted_co2,1.26138600000000E+03
molecules_other_utilisation_co2,2.54420400000000E+03
