key,share
industry_final_demand_for_other_minerals_wood_pellets,1.68187094352359E-01
industry_final_demand_for_other_transport_equipment_wood_pellets,1.13026479004792E-04
industry_final_demand_for_other_machinery_wood_pellets,2.95810871434978E-04
industry_final_demand_for_other_mining_wood_pellets,0.00000000000000E+00
industry_final_demand_for_other_food_wood_pellets,1.90115607204584E-01
industry_final_demand_for_other_paper_wood_pellets,2.72128946853809E-01
industry_final_demand_for_other_wood_products_wood_pellets,3.01167186830412E-01
industry_final_demand_for_other_construction_wood_pellets,1.29413368495592E-02
industry_final_demand_for_other_textile_wood_pellets,1.12493473637718E-03
industry_final_demand_for_other_non_specified_wood_pellets,5.39260558224599E-02
