year,preset_demand
2010,6396.472261597446
2011,5822.656221352659
2012,5795.521287264937
2013,6228.621963011423
2014,5555.549780142308
2015,5428.916402313168
2016,5279.329732128211
2017,5175.628598471722
2018,5166.374620502852
2019,5100.899724698485
2020,5033.087281740386
2021,4922.617778150937
2022,4474.048255547791
2023,3941.1685590335
2024,3547.1106407419056
2025,3202.496936322
2026,2882.382246091524
2027,2601.7464383760303
2028,2366.748834106602
2029,2140.2214215046
2030,1953.3409178895781
2031,1794.8569194403974
2032,1663.1338710317564
2033,1550.2476059874505
2034,1426.5745029222962
2035,1313.180805497043
2036,1184.5922300205268
2037,1070.3995374635263
2038,956.2068449065233
2039,842.0141523495204
2040,727.8214597925175
2041,613.6287672355146
2042,499.4360746785118
2043,385.2433821215112
2044,271.05068956450833
2045,156.85799700750493
2046,42.665304450502255
2047,0.0
2048,0.0
2049,0.0
2050,0.0
