key,share
households_water_heater_heatpump_air_water_electricity,4.48297429554713E-01
households_water_heater_heatpump_ground_water_electricity,0.00000000000000E+00
households_water_heater_resistive_electricity,5.51702570445287E-01
households_water_heater_hybrid_heatpump_air_water_electricity,0.00000000000000E+00
