key,share
households_final_demand_for_cooking_network_gas,2.52733485892694E-01
households_final_demand_for_cooling_network_gas,0.00000000000000E+00
households_final_demand_for_hot_water_network_gas,1.58769769654768E-01
households_final_demand_for_space_heating_network_gas,5.88496744452539E-01
