key,share
industry_final_demand_for_other_minerals_steam_hot_water,1.19718048427364E-01
industry_final_demand_for_other_transport_equipment_steam_hot_water,1.48446853335066E-02
industry_final_demand_for_other_machinery_steam_hot_water,2.29236466231705E-01
industry_final_demand_for_other_mining_steam_hot_water,1.20650771700897E-02
industry_final_demand_for_other_food_steam_hot_water,3.81437414732387E-01
industry_final_demand_for_other_paper_steam_hot_water,5.66130544134980E-02
industry_final_demand_for_other_wood_products_steam_hot_water,3.38843051907674E-02
industry_final_demand_for_other_construction_steam_hot_water,0.00000000000000E+00
industry_final_demand_for_other_textile_steam_hot_water,1.94850996296949E-02
industry_final_demand_for_other_non_specified_steam_hot_water,1.32715848870987E-01
