year,max_demand
2010,75.76087929380033
2011,76.90010538714152
2012,78.0393314804827
2013,79.17855757382388
2014,80.31778366716507
2015,81.45700976050624
2016,83.45417155377103
2017,85.45133334703581
2018,87.44849514030061
2019,89.44565693356539
2020,91.44281872683018
2021,91.1427756405181
2022,90.84273255420601
2023,90.54268946789394
2024,90.24264638158185
2025,89.94260329526978
2026,90.59894754657745
2027,91.25529179788514
2028,91.91163604919281
2029,92.56798030050048
2030,93.22432455180815
2031,94.00724948015375
2032,94.79017440849933
2033,95.57309933684492
2034,96.3560242651905
2035,97.13894919353609
2036,97.57494930333331
2037,98.01094941313056
2038,98.4469495229278
2039,98.88294963272504
2040,99.31894974252229
2041,100.30815429270743
2042,101.29735884289258
2043,102.28656339307771
2044,103.27576794326285
2045,104.26497249344798
2046,105.87770408237543
2047,107.49043567130285
2048,109.1031672602303
2049,110.71589884915772
2050,112.32863043808516
