year,max_demand
2010,81.71899154548314
2011,82.94781053963861
2012,84.17662953379408
2013,85.40544852794956
2014,86.63426752210502
2015,87.8630865162605
2016,90.0173124072491
2017,92.17153829823769
2018,94.3257641892263
2019,96.4799900802149
2020,98.63421597120352
2021,98.31057640072635
2022,97.98693683024918
2023,97.66329725977202
2024,97.33965768929485
2025,97.01601811881771
2026,97.72397967923649
2027,98.43194123965529
2028,99.13990280007407
2029,99.84786436049286
2030,100.55582592091166
2031,101.4003229251255
2032,102.24481992933934
2033,103.08931693355318
2034,103.93381393776703
2035,104.77831094198086
2036,105.24859969283048
2037,105.71888844368011
2038,106.18917719452972
2039,106.65946594537935
2040,107.12975469622899
2041,108.19675390514587
2042,109.26375311406277
2043,110.33075232297965
2044,111.39775153189653
2045,112.46475074081343
2046,114.20431343212817
2047,115.9438761234429
2048,117.68343881475765
2049,119.4230015060724
2050,121.16256419738713
