key,share
industry_final_demand_for_other_minerals_steam_hot_water,2.40097762065511E-04
industry_final_demand_for_other_transport_equipment_steam_hot_water,7.97666983606348E-05
industry_final_demand_for_other_machinery_steam_hot_water,4.38477540888410E-03
industry_final_demand_for_other_mining_steam_hot_water,1.45225644036323E-01
industry_final_demand_for_other_food_steam_hot_water,4.84409598805414E-01
industry_final_demand_for_other_paper_steam_hot_water,1.88611548941655E-01
industry_final_demand_for_other_wood_products_steam_hot_water,0.00000000000000E+00
industry_final_demand_for_other_construction_steam_hot_water,0.00000000000000E+00
industry_final_demand_for_other_textile_steam_hot_water,4.22763501311365E-03
industry_final_demand_for_other_non_specified_steam_hot_water,1.72820933334184E-01
