year,preset_demand
2010,152.9051134138222
2011,139.18827026591057
2012,138.53962050953325
2013,148.8927190982983
2014,132.80319752323115
2015,129.7760772283165
2016,126.20026765166173
2017,123.72133349007945
2018,123.50012084457886
2019,121.9349696238301
2020,120.31394027244397
2021,117.67321093222249
2022,106.95033574062604
2023,94.21205953162514
2024,84.79226245852045
2025,76.55440956034757
2026,68.9021958066843
2027,62.193708963969435
2028,56.576185137825334
2029,51.16113785884307
2030,46.693834096479705
2031,42.905337442998395
2032,39.75655060668877
2033,37.05804954961522
2034,34.10169344002207
2035,31.39106241464951
2036,28.317203901261973
2037,25.587473216539628
2038,22.857742531817223
2039,20.128011847094818
2040,17.398281162372417
2041,14.668550477650012
2042,11.938819792927609
2043,9.209089108205262
2044,6.479358423482858
2045,3.7496277387604424
2046,1.019897054038044
2047,0.0
2048,0.0
2049,0.0
2050,0.0
