key,share
industry_steel_blastfurnace_burner_coal_gas,2.25667487808172E-01
industry_steel_electricfurnace_burner_network_gas,1.28428932007031E-01
industry_aluminium_burner_network_gas,3.07726515146475E-02
industry_other_metals_burner_network_gas,6.15130928670149E-01
