year,preset_demand
2010,24424.230061186372
2011,22233.176241742844
2012,22129.564462351165
2013,23783.312045623832
2014,21213.259496365277
2015,20729.72378683159
2016,20158.543439717607
2017,19762.571997577816
2018,19727.236694359228
2019,19477.227962521363
2020,19218.293562420316
2021,18796.477839617524
2022,17083.664155694874
2023,15048.921289577944
2024,13544.25420744751
2025,12228.384450687645
2026,11006.061501349637
2027,9934.484349018128
2028,9037.171687324391
2029,8172.201526541606
2030,7458.618753479793
2031,6853.464931055057
2032,6350.494870822204
2033,5919.451008607187
2034,5447.218784639132
2035,5014.237347350559
2036,4523.23592934483
2037,4087.203616492751
2038,3651.1713036406622
2039,3215.1389907885737
2040,2779.1066779364855
2041,2343.074365084397
2042,1907.0420522323084
2043,1471.009739380229
2044,1034.9774265281405
2045,598.9451136760501
2046,162.91280082396253
2047,0.0
2048,0.0
2049,0.0
2050,0.0
