year,max_demand
2010,27058.13953
2011,34087.2093
2012,41116.27907
2013,48145.34884
2014,55174.4186
2015,62203.48837
2016,69232.55814
2017,76261.62791
2018,83290.69767
2019,90319.76744
2020,97348.83721
2021,97348.83721
2022,97348.83721
2023,97348.83721
2024,97348.83721
2025,97348.83721
2026,97348.83721
2027,97348.83721
2028,97348.83721
2029,97348.83721
2030,97348.83721
2031,97348.83721
2032,97348.83721
2033,97348.83721
2034,97348.83721
2035,97348.83721
2036,97348.83721
2037,97348.83721
2038,97348.83721
2039,97348.83721
2040,97348.83721
2041,97348.83721
2042,97348.83721
2043,97348.83721
2044,97348.83721
2045,97348.83721
2046,97348.83721
2047,97348.83721
2048,97348.83721
2049,97348.83721
2050,97348.83721
