year,preset_demand
2010,26163.91936071389
2011,23816.80113822364
2012,23705.809297988235
2013,25477.350030421865
2014,22724.23775285385
2015,22206.26075703569
2016,21594.396370527822
2017,21170.220670604533
2018,21132.36850406002
2019,20864.552147806684
2020,20587.17436570314
2021,20135.313548439062
2022,18300.499554556187
2023,16120.826003516711
2024,14508.984479630039
2025,13099.387938866248
2026,11790.001358445368
2027,10642.097898145947
2028,9680.871441341023
2029,8754.29117742071
2030,7989.881323566057
2031,7341.623598713154
2032,6802.827982072677
2033,6341.081723391368
2034,5835.213337920115
2035,5371.391494548815
2036,4845.41702270198
2037,4378.326995972466
2038,3911.23696924294
2039,3444.146942513415
2040,2977.05691578389
2041,2509.966889054365
2042,2042.8768623248397
2043,1575.7868355953244
2044,1108.696808865799
2045,641.6067821362719
2046,174.51675540674782
2047,0.0
2048,0.0
2049,0.0
2050,0.0
