key,share
industry_final_demand_for_other_minerals_network_gas_non_energetic,0.00000000000000E+00
industry_final_demand_for_other_transport_equipment_network_gas_non_energetic,0.00000000000000E+00
industry_final_demand_for_other_machinery_network_gas_non_energetic,0.00000000000000E+00
industry_final_demand_for_other_mining_network_gas_non_energetic,0.00000000000000E+00
industry_final_demand_for_other_food_network_gas_non_energetic,0.00000000000000E+00
industry_final_demand_for_other_paper_network_gas_non_energetic,0.00000000000000E+00
industry_final_demand_for_other_wood_products_network_gas_non_energetic,0.00000000000000E+00
industry_final_demand_for_other_construction_network_gas_non_energetic,0.00000000000000E+00
industry_final_demand_for_other_textile_network_gas_non_energetic,0.00000000000000E+00
industry_final_demand_for_other_non_specified_network_gas_non_energetic,1.00000000000000E+00
