key,share
industry_final_demand_for_other_food_crude_oil,0.00000000000000E+00
industry_final_demand_for_other_paper_crude_oil,0.00000000000000E+00
industry_final_demand_for_other_non_specified_crude_oil,1.00000000000000E+00
