year,max_demand
2010,20.118301109578272
2011,20.4208225928473
2012,20.723344076116334
2013,21.025865559385363
2014,21.328387042654395
2015,21.63090852592342
2016,22.16125482992592
2017,22.691601133928415
2018,23.221947437930915
2019,23.752293741933407
2020,24.282640045935906
2021,24.20296360589797
2022,24.123287165860035
2023,24.043610725822106
2024,23.96393428578417
2025,23.884257845746237
2026,24.058550058329217
2027,24.232842270912197
2028,24.407134483495177
2029,24.581426696078157
2030,24.755718908661137
2031,24.963624619385122
2032,25.171530330109103
2033,25.379436040833088
2034,25.587341751557073
2035,25.795247462281058
2036,25.911027289211177
2037,26.0268071161413
2038,26.142586943071418
2039,26.258366770001544
2040,26.374146596931666
2041,26.63682986018173
2042,26.89951312343179
2043,27.162196386681853
2044,27.424879649931917
2045,27.687562913181978
2046,28.115823778385874
2047,28.544084643589766
2048,28.972345508793662
2049,29.400606373997558
2050,29.828867239201447
