year,preset_demand
2010,1544.7965119497142
2011,1406.215590901591
2012,1399.662298740479
2013,1504.2593931784602
2014,1341.7073617049552
2015,1311.124441562969
2016,1274.9981274189624
2017,1249.953517983297
2018,1247.7186121940863
2019,1231.9059288082606
2020,1215.528710075149
2021,1188.8494880223393
2022,1080.5165498738306
2023,951.8220659774029
2024,856.654093259423
2025,773.4272727893239
2026,696.1171498547168
2027,628.3414761462816
2028,571.5877743329494
2029,516.8796879789295
2030,471.7466305170662
2031,433.47154418956046
2032,401.6594300424049
2033,374.39654178844665
2034,344.5285504295136
2035,317.14311341116155
2036,286.0879982244202
2037,258.5095978284267
2038,230.9311974324326
2039,203.35279703643852
2040,175.77439664044445
2041,148.19599624445036
2042,120.61759584845628
2043,93.03919545246278
2044,65.4607950564687
2045,37.88239466047449
2046,10.303994264480469
2047,0.0
2048,0.0
2049,0.0
2050,0.0
