year,preset_demand
2010,4.198767416397864
2011,3.8221035313293523
2012,3.8042916387057186
2013,4.088587252127184
2014,3.6467697260383836
2015,3.5636451412810026
2016,3.4654535739586745
2017,3.397382155333989
2018,3.391307666212692
2019,3.348328685322566
2020,3.303815293522489
2021,3.231300986697185
2022,2.9368513246853833
2023,2.587058842973688
2024,2.3283916464582277
2025,2.1021805828928395
2026,1.8920511434329788
2027,1.7078364017565977
2028,1.5535794545855928
2029,1.4048825041329904
2030,1.282210547271754
2031,1.1781786025537315
2032,1.0917130601379068
2033,1.0176123446118595
2034,0.9364309411447708
2035,0.8619971372443801
2036,0.7775891231467819
2037,0.7026308434747724
2038,0.6276725638027613
2039,0.5527142841307502
2040,0.4777560044587391
2041,0.40279772478672804
2042,0.32783944511471697
2043,0.25288116544270745
2044,0.17792288577069634
2045,0.10296460609868491
2046,0.02800632642667398
2047,0.0
2048,0.0
2049,0.0
2050,0.0
