key,share
industry_final_demand_for_metal_steel_electricity,6.21524432573939E-01
industry_final_demand_for_metal_aluminium_electricity,2.90178164125636E-01
industry_final_demand_for_metal_other_metals_electricity,8.82974033004247E-02
