key,share
industry_chemicals_fertilizers_captured_processes_co2_electricity,0.00000000000000E+00
industry_chemicals_fertilizers_captured_combustion_co2_electricity,0.00000000000000E+00
industry_useful_demand_for_chemical_fertilizers_electricity,1.00000000000000E+00
