key,share
industry_final_demand_for_chemical_refineries_steam_hot_water,3.74966573898919E-02
industry_final_demand_for_chemical_fertilizers_steam_hot_water,0.00000000000000E+00
industry_final_demand_for_chemical_other_steam_hot_water,9.62503342610108E-01
