key,share
industry_final_demand_for_other_minerals_wood_pellets,7.47924753401167E-02
industry_final_demand_for_other_transport_equipment_wood_pellets,2.70233718308999E-03
industry_final_demand_for_other_machinery_wood_pellets,2.73881077212019E-02
industry_final_demand_for_other_mining_wood_pellets,1.04482644845404E-02
industry_final_demand_for_other_food_wood_pellets,1.75060589071775E-02
industry_final_demand_for_other_paper_wood_pellets,1.85918455956162E-01
industry_final_demand_for_other_wood_products_wood_pellets,5.97894881422983E-01
industry_final_demand_for_other_construction_wood_pellets,0.00000000000000E+00
industry_final_demand_for_other_textile_wood_pellets,1.24438610465426E-03
industry_final_demand_for_other_non_specified_wood_pellets,8.21050328800745E-02
