key,share
industry_final_demand_for_other_minerals_network_gas,2.21221295244787E-01
industry_final_demand_for_other_transport_equipment_network_gas,7.58506251084789E-02
industry_final_demand_for_other_machinery_network_gas,1.51515627497257E-01
industry_final_demand_for_other_mining_network_gas,9.26555979628258E-03
industry_final_demand_for_other_food_network_gas,2.23847771836564E-01
industry_final_demand_for_other_paper_network_gas,1.65468167603722E-01
industry_final_demand_for_other_wood_products_network_gas,1.06564707404381E-02
industry_final_demand_for_other_construction_network_gas,0.00000000000000E+00
industry_final_demand_for_other_textile_network_gas,2.09638845763157E-02
industry_final_demand_for_other_non_specified_network_gas,1.21210597596154E-01
