year,preset_demand
2010,3536.7617537458004
2011,3219.485207889758
2012,3204.481657003117
2013,3443.9533287084655
2014,3071.7956992329987
2015,3001.7770906723645
2016,2919.0670604645234
2017,2861.7282355096636
2018,2856.611490839824
2019,2820.4088626033745
2020,2782.9137489104432
2021,2721.832531127929
2022,2473.8077658266548
2023,2179.1658987315036
2024,1961.2818968666472
2025,1770.736777656735
2026,1593.7377464850458
2027,1438.5675290796407
2028,1308.6317605792642
2029,1183.3793626480224
2030,1080.048684318574
2031,992.4191095510932
2032,919.5863009894969
2033,857.1687982780563
2034,788.7869960909452
2035,726.0889219388496
2036,654.9892380639726
2037,591.8493804869166
2038,528.7095229098593
2039,465.5696653328019
2040,402.4298077557446
2041,339.28995017868726
2042,276.1500926016299
2043,213.0102350245739
2044,149.87037744751655
2045,86.73051987045892
2046,23.590662293401717
2047,0.0
2048,0.0
2049,0.0
2050,0.0
