year,max_demand
2010,1176.9438283346863
2011,1194.6416841691744
2012,1212.3395400036625
2013,1230.0373958381508
2014,1247.735251672639
2015,1265.433107507127
2016,1296.4589782293162
2017,1327.4848489515052
2018,1358.5107196736947
2019,1389.5365903958836
2020,1420.5624611180729
2021,1415.9012974414998
2022,1411.2401337649267
2023,1406.5789700883538
2024,1401.9178064117807
2025,1397.2566427352078
2026,1407.4529382777112
2027,1417.6492338202147
2028,1427.8455293627183
2029,1438.0418249052216
2030,1448.2381204477251
2031,1460.4008444162828
2032,1472.5635683848404
2033,1484.7262923533983
2034,1496.889016321956
2035,1509.0517402905136
2036,1515.8249937580338
2037,1522.598247225554
2038,1529.3715006930738
2039,1536.1447541605942
2040,1542.9180076281145
2041,1558.285281624316
2042,1573.6525556205177
2043,1589.0198296167193
2044,1604.387103612921
2045,1619.7543776091227
2046,1644.8081323707027
2047,1669.8618871322824
2048,1694.9156418938626
2049,1719.9693966554426
2050,1745.0231514170223
