year,preset_demand
2010,1812.467934745078
2011,1649.8746910238374
2012,1642.1858907079686
2013,1764.9068305015683
2014,1574.1889317399025
2015,1538.306819319633
2016,1495.920792758828
2017,1466.5366303858389
2018,1463.9144759151454
2019,1445.3618824975742
2020,1426.1469350372079
2021,1394.844925924285
2022,1267.740821822524
2023,1116.7470672169754
2024,1005.0890607211351
2025,907.4412849487424
2026,816.7354102485692
2027,737.2160467582647
2028,670.6284645627809
2029,606.4409476174077
2030,553.4875529056405
2031,508.5804301023609
2032,471.25613762619645
2033,439.26932875745274
2034,404.22602292749275
2035,372.0954309104908
2036,335.65930482502756
2037,303.3023140999435
2038,270.9453233748587
2039,238.58833264977383
2040,206.23134192468908
2041,173.8743511996043
2042,141.5173604745195
2043,109.16036974943538
2044,76.80337902435059
2045,44.44638829926566
2046,12.089397574180936
2047,0.0
2048,0.0
2049,0.0
2050,0.0
