key,share
households_space_heater_electricity,5.51935767661688E-01
households_space_heater_heatpump_air_water_electricity,3.67057404277147E-01
households_space_heater_heatpump_ground_water_electricity,8.10068280611644E-02
households_space_heater_hybrid_heatpump_air_water_electricity,0.00000000000000E+00
