key,share
industry_final_demand_for_other_minerals_crude_oil,2.95545469246665E-02
industry_final_demand_for_other_transport_equipment_crude_oil,0.00000000000000E+00
industry_final_demand_for_other_machinery_crude_oil,1.97124059681802E-02
industry_final_demand_for_other_mining_crude_oil,2.17839983074432E-02
industry_final_demand_for_other_food_crude_oil,5.66252284280507E-03
industry_final_demand_for_other_paper_crude_oil,0.00000000000000E+00
industry_final_demand_for_other_wood_products_crude_oil,0.00000000000000E+00
industry_final_demand_for_other_construction_crude_oil,9.14899804857408E-01
industry_final_demand_for_other_textile_crude_oil,0.00000000000000E+00
industry_final_demand_for_other_non_specified_crude_oil,8.38672109949716E-03
