year,preset_demand
2010,1101.1267549503398
2011,1002.3466510911227
2012,997.6754822505748
2013,1072.2320068703543
2014,956.3653606535661
2015,934.5659383009429
2016,908.8151997706624
2017,890.9634702363387
2018,889.3704354642784
2019,878.0991977258428
2020,866.4255607262727
2021,847.4086837613368
2022,770.1892598987417
2023,678.4561815698497
2024,610.6207092836703
2025,551.2968578636471
2026,496.19041236529864
2027,447.8800963606677
2028,407.4262119650717
2029,368.43043670887675
2030,336.25971602201747
2031,308.9773385197161
2032,286.3017500211661
2033,266.86883737446016
2034,245.57901431521614
2035,226.0587492423387
2036,203.92274754524357
2037,184.26493870125907
2038,164.60712985727415
2039,144.94932101328922
2040,125.29151216930434
2041,105.63370332531943
2042,85.97589448133452
2043,66.31808563735002
2044,46.660276793365114
2045,27.00246794938012
2046,7.344659105395251
2047,0.0
2048,0.0
2049,0.0
2050,0.0
