year,preset_demand
2010,2661.6686447115458
2011,2422.8951302351984
2012,2411.6038746362
2013,2591.823602244291
2014,2311.748108831165
2015,2259.0540491437155
2016,2196.8087780919695
2017,2153.657171302138
2018,2149.8064514066623
2019,2122.561359104063
2020,2094.343578152131
2021,2048.3755504837904
2022,1861.7190022401423
2023,1639.9797182084037
2024,1476.0062712173115
2025,1332.607307838819
2026,1199.402754007889
2027,1082.6259590135364
2028,984.8399092527169
2029,890.5784340783049
2030,812.8146360913527
2031,746.867052468853
2032,692.0551040390881
2033,645.0814254552013
2034,593.6191807740225
2035,546.4343519181666
2036,492.9267049814641
2037,445.40940219271613
2038,397.89209940396705
2039,350.37479661521803
2040,302.857493826469
2041,255.34019103772
2042,207.82288824897097
2043,160.30558546022294
2044,112.78828267147391
2045,65.27097988272467
2046,17.753677093975746
2047,0.0
2048,0.0
2049,0.0
2050,0.0
