year,max_demand
2010,847.7000928683187
2011,860.4470682746926
2012,873.1940436810664
2013,885.9410190874403
2014,898.6879944938142
2015,911.434969900188
2016,933.7815193780285
2017,956.1280688558692
2018,978.4746183337098
2019,1000.8211678115504
2020,1023.167717289391
2021,1019.8104891988233
2022,1016.4532611082557
2023,1013.0960330176881
2024,1009.7388049271204
2025,1006.381576836553
2026,1013.7255132846697
2027,1021.0694497327862
2028,1028.4133861809028
2029,1035.7573226290194
2030,1043.101259077136
2031,1051.8615261259608
2032,1060.6217931747858
2033,1069.3820602236106
2034,1078.1423272724355
2035,1086.9025943212603
2036,1091.7810663903663
2037,1096.6595384594723
2038,1101.5380105285783
2039,1106.4164825976843
2040,1111.2949546667905
2041,1122.3633160278805
2042,1133.4316773889705
2043,1144.5000387500606
2044,1155.5684001111506
2045,1166.6367614722406
2046,1184.6818624590414
2047,1202.7269634458423
2048,1220.7720644326432
2049,1238.817165419444
2050,1256.8622664062448
