year,preset_demand
2010,38332.297230719596
2011,34893.57568064371
2012,34730.963491260634
2013,37326.41660269079
2014,33292.880316390256
2015,32534.001346896475
2016,31637.56961565789
2017,31016.117271942047
2018,30960.660729716587
2019,30568.287705261922
2020,30161.90640427244
2021,29499.893082969727
2022,26811.73943110482
2023,23618.338118691372
2024,21256.857503703188
2025,19191.682449804935
2026,17273.32324304276
2027,15591.550110136714
2028,14183.274165684621
2029,12825.757747940126
2030,11705.83434043854
2031,10756.08337046408
2032,9966.703406440676
2033,9290.207099105255
2034,8549.068241269422
2035,7869.531031377799
2036,7098.93510067495
2037,6414.609732932646
2038,5730.284365190326
2039,5045.958997448007
2040,4361.633629705688
2041,3677.3082619633683
2042,2992.982894221049
2043,2308.657526478744
2044,1624.3321587364246
2045,940.0067909941024
2046,255.68142325178457
2047,0.0
2048,0.0
2049,0.0
2050,0.0
