year,preset_demand
2010,12049.41279320777
2011,10968.481609032411
2012,10917.365930175736
2013,11733.223266791989
2014,10465.317421298652
2015,10226.770644191158
2016,9944.985393867906
2017,9749.637440269717
2018,9732.205175113873
2019,9608.866244704433
2020,9481.123938586163
2021,9273.026006574248
2022,8428.02908901588
2023,7424.212114623742
2024,6681.9019274235
2025,6032.7327277567265
2026,5429.713768866791
2027,4901.063513940997
2028,4458.384639797005
2029,4031.66156623565
2030,3679.6237180331163
2031,3381.0780446785716
2032,3132.943554330758
2033,2920.293025949884
2034,2687.322693350206
2035,2473.71628460706
2036,2231.4863861504778
2037,2016.3748630617283
2038,1801.2633399729743
2039,1586.1518168842204
2040,1371.0402937954666
2041,1155.9287707067128
2042,940.8172476179591
2043,725.7057245292096
2044,510.59420144045583
2045,295.48267835170105
2046,80.37115526294765
2047,0.0
2048,0.0
2049,0.0
2050,0.0
