key,share
industry_steel_blastfurnace_burner_coal_gas,8.58245864278184E-01
industry_steel_electricfurnace_burner_network_gas,9.48536611477464E-02
industry_aluminium_burner_network_gas,3.52545888852165E-02
industry_other_metals_burner_network_gas,1.16458856888537E-02
