key,share
households_final_demand_for_cooling_electricity,7.91117785981383E-02
households_final_demand_for_space_heating_electricity,2.18261056166018E-01
households_final_demand_for_hot_water_electricity,6.38427141674352E-02
households_final_demand_for_cooking_electricity,8.50020008814400E-02
households_final_demand_for_lighting_electricity,2.76891225093484E-01
households_final_demand_for_applicances_electricity,2.76891225093484E-01
