key,share
industry_final_demand_for_other_minerals_coal,6.31205779714345E-01
industry_final_demand_for_other_transport_equipment_coal,1.05743673815535E-02
industry_final_demand_for_other_machinery_coal,1.33228778433563E-02
industry_final_demand_for_other_mining_coal,2.11147518507955E-02
industry_final_demand_for_other_food_coal,1.50901796919550E-01
industry_final_demand_for_other_paper_coal,7.47302319999359E-02
industry_final_demand_for_other_wood_products_coal,1.02890016741650E-02
industry_final_demand_for_other_construction_coal,4.37392964846183E-03
industry_final_demand_for_other_textile_coal,6.82518509004694E-03
industry_final_demand_for_other_non_specified_coal,7.66620778777898E-02
