year,preset_demand
2010,2136.122923092413
2011,1944.495171563808
2012,1935.4333711915344
2013,2080.0687645197054
2014,1855.2940981220277
2015,1813.00446562671
2016,1763.0495057514756
2017,1728.418171526167
2018,1725.327775185707
2019,1703.4622186578554
2020,1680.8160305795664
2021,1643.924376982193
2022,1494.1231114336888
2023,1316.166186362864
2024,1184.5692501356234
2025,1069.484371546732
2026,962.581019221528
2027,868.8617693936691
2028,790.3835475204203
2029,714.7339739776589
2030,652.3246159245049
2031,599.398364049211
2032,555.4090193451601
2033,517.7102803212836
2034,476.4092413074021
2035,438.5410435730784
2036,395.5984664009253
2037,357.46344161779047
2038,319.32841683465483
2039,281.19339205151914
2040,243.05836726838353
2041,204.9233424852479
2042,166.78831770211224
2043,128.6532929189774
2044,90.51826813584177
2045,52.383243352705954
2046,14.248218569570387
2047,0.0
2048,0.0
2049,0.0
2050,0.0
