year,preset_demand
2.01000000000000E+03,5.17069800000003E+03
2.01100000000000E+03,5.61456400000001E+03
2.01200000000000E+03,6.05843000000000E+03
2.01300000000000E+03,9.29702675661654E+03
2.01400000000000E+03,1.25356235132331E+04
2.01500000000000E+03,1.57742202698496E+04
2.01600000000000E+03,1.56770824207307E+04
2.01700000000000E+03,1.55799445716117E+04
2.01800000000000E+03,1.54828067224928E+04
2.01900000000000E+03,1.53856688733739E+04
2.02000000000000E+03,1.52885310242549E+04
2.02100000000000E+03,1.51368654717600E+04
2.02200000000000E+03,1.49851999192651E+04
2.02300000000000E+03,1.48335343667701E+04
2.02400000000000E+03,1.46818688142752E+04
2.02500000000000E+03,1.45302032617803E+04
2.02600000000000E+03,1.46765964148164E+04
2.02700000000000E+03,1.48229895678526E+04
2.02800000000000E+03,1.49693827208887E+04
2.02900000000000E+03,1.51157758739248E+04
2.03000000000000E+03,1.52621690269610E+04
2.03100000000000E+03,1.54177567634756E+04
2.03200000000000E+03,1.55733444999902E+04
2.03300000000000E+03,1.57289322365048E+04
2.03400000000000E+03,1.58845199730194E+04
2.03500000000000E+03,1.60401077095339E+04
2.03600000000000E+03,1.61465137157436E+04
2.03700000000000E+03,1.62529197219533E+04
2.03800000000000E+03,1.63593257281629E+04
2.03900000000000E+03,1.64657317343726E+04
2.04000000000000E+03,1.65721377405822E+04
2.04100000000000E+03,1.64892208358077E+04
2.04200000000000E+03,1.64063039310332E+04
2.04300000000000E+03,1.63233870262586E+04
2.04400000000000E+03,1.62404701214841E+04
2.04500000000000E+03,1.61575532167096E+04
2.04600000000000E+03,1.60970063816864E+04
2.04700000000000E+03,1.60364595466632E+04
2.04800000000000E+03,1.59759127116400E+04
2.04900000000000E+03,1.59153658766168E+04
2.05000000000000E+03,1.58548190415935E+04
