key,share
industry_final_demand_for_other_minerals_crude_oil,2.86056491652610E-01
industry_final_demand_for_other_transport_equipment_crude_oil,1.26942310328591E-02
industry_final_demand_for_other_machinery_crude_oil,5.53937667260709E-02
industry_final_demand_for_other_mining_crude_oil,0.00000000000000E+00
industry_final_demand_for_other_food_crude_oil,3.24353159253056E-02
industry_final_demand_for_other_paper_crude_oil,5.31181270376750E-02
industry_final_demand_for_other_wood_products_crude_oil,0.00000000000000E+00
industry_final_demand_for_other_construction_crude_oil,1.55671516358023E-01
industry_final_demand_for_other_textile_crude_oil,2.53789255976683E-03
industry_final_demand_for_other_non_specified_crude_oil,4.02092658707689E-01
