year,max_demand
2010,135.4580689324143
2011,137.49496935014804
2012,139.53186976788174
2013,141.56877018561545
2014,143.60567060334915
2015,145.64257102108286
2016,149.2134334818012
2017,152.78429594251955
2018,156.3551584032379
2019,159.92602086395624
2020,163.4968833246746
2021,162.96041572494227
2022,162.4239481252099
2023,161.8874805254776
2024,161.35101292574524
2025,160.81454532601293
2026,161.98806820042742
2027,163.1615910748419
2028,164.33511394925637
2029,165.50863682367086
2030,166.68215969808534
2031,168.0820048411369
2032,169.48184998418847
2033,170.88169512724002
2034,172.28154027029157
2035,173.68138541334315
2036,174.46093989420416
2037,175.24049437506523
2038,176.02004885592626
2039,176.7996033367873
2040,177.57915781764837
2041,179.34782443551592
2042,181.11649105338344
2043,182.88515767125097
2044,184.65382428911852
2045,186.42249090698604
2046,189.30600425554735
2047,192.18951760410863
2048,195.07303095266994
2049,197.95654430123125
2050,200.84005764979253
