key,share
industry_final_demand_for_other_minerals_wood_pellets,2.45020848917216E-01
industry_final_demand_for_other_transport_equipment_wood_pellets,0.00000000000000E+00
industry_final_demand_for_other_machinery_wood_pellets,2.57076459080903E-03
industry_final_demand_for_other_mining_wood_pellets,0.00000000000000E+00
industry_final_demand_for_other_food_wood_pellets,8.43247515679516E-02
industry_final_demand_for_other_paper_wood_pellets,3.44838817931364E-01
industry_final_demand_for_other_wood_products_wood_pellets,3.22704358441878E-01
industry_final_demand_for_other_construction_wood_pellets,0.00000000000000E+00
industry_final_demand_for_other_textile_wood_pellets,0.00000000000000E+00
industry_final_demand_for_other_non_specified_wood_pellets,5.40458550781265E-04
