key,share
industry_final_demand_for_other_minerals_coal,8.34668945978713E-01
industry_final_demand_for_other_transport_equipment_coal,0.00000000000000E+00
industry_final_demand_for_other_machinery_coal,0.00000000000000E+00
industry_final_demand_for_other_mining_coal,0.00000000000000E+00
industry_final_demand_for_other_food_coal,5.72202394594039E-02
industry_final_demand_for_other_paper_coal,4.98748180669854E-02
industry_final_demand_for_other_wood_products_coal,0.00000000000000E+00
industry_final_demand_for_other_construction_coal,0.00000000000000E+00
industry_final_demand_for_other_textile_coal,0.00000000000000E+00
industry_final_demand_for_other_non_specified_coal,5.82359964948972E-02
