key,share
industry_final_demand_for_other_minerals_crude_oil,1.15947246255505E-01
industry_final_demand_for_other_transport_equipment_crude_oil,2.34402386732041E-02
industry_final_demand_for_other_machinery_crude_oil,8.77219068664776E-02
industry_final_demand_for_other_mining_crude_oil,5.21577539644059E-03
industry_final_demand_for_other_food_crude_oil,8.56227249773605E-02
industry_final_demand_for_other_paper_crude_oil,1.99681940215166E-02
industry_final_demand_for_other_wood_products_crude_oil,9.01296913195182E-03
industry_final_demand_for_other_construction_crude_oil,1.67399945697252E-02
industry_final_demand_for_other_textile_crude_oil,1.69996885447064E-02
industry_final_demand_for_other_non_specified_crude_oil,6.19331261563112E-01
