key,share
industry_final_demand_for_other_minerals_wood_pellets,5.34828667471153E-02
industry_final_demand_for_other_transport_equipment_wood_pellets,2.62216724003624E-03
industry_final_demand_for_other_machinery_wood_pellets,1.81348367431805E-02
industry_final_demand_for_other_mining_wood_pellets,6.27338290862734E-03
industry_final_demand_for_other_food_wood_pellets,1.13556604064714E-02
industry_final_demand_for_other_paper_wood_pellets,1.94763275104622E-01
industry_final_demand_for_other_wood_products_wood_pellets,5.16381590384373E-01
industry_final_demand_for_other_construction_wood_pellets,0.00000000000000E+00
industry_final_demand_for_other_textile_wood_pellets,9.76515589403388E-04
industry_final_demand_for_other_non_specified_wood_pellets,1.96009704876171E-01
