year,max_demand
2010,50.4891979769224
2011,51.24841054551102
2012,52.007623114099644
2013,52.76683568268827
2014,53.52604825127689
2015,54.285260819865506
2016,55.616226063564085
2017,56.947191307262656
2018,58.278156550961235
2019,59.609121794659806
2020,60.940087038358385
2021,60.740129818647794
2022,60.540172598937204
2023,60.34021537922663
2024,60.14025815951604
2025,59.94030093980546
2026,60.37770735792236
2027,60.81511377603927
2028,61.25252019415617
2029,61.68992661227307
2030,62.12733303038997
2031,62.649096400572276
2032,63.17085977075458
2033,63.69262314093689
2034,64.21438651111919
2035,64.7361498813015
2036,65.02671271619343
2037,65.31727555108537
2038,65.60783838597732
2039,65.89840122086926
2040,66.1889640557612
2041,66.84819801449453
2042,67.50743197322787
2043,68.16666593196119
2044,68.82589989069452
2045,69.48513384942785
2046,70.55990390537224
2047,71.63467396131662
2048,72.70944401726102
2049,73.7842140732054
2050,74.85898412914979
