key,share
industry_final_demand_for_other_minerals_network_gas,1.18960310618395E-01
industry_final_demand_for_other_transport_equipment_network_gas,7.41351630126438E-02
industry_final_demand_for_other_machinery_network_gas,7.48375812327869E-02
industry_final_demand_for_other_mining_network_gas,0.00000000000000E+00
industry_final_demand_for_other_food_network_gas,1.53401659282387E-01
industry_final_demand_for_other_paper_network_gas,8.94200740569095E-02
industry_final_demand_for_other_wood_products_network_gas,0.00000000000000E+00
industry_final_demand_for_other_construction_network_gas,1.29218375093558E-02
industry_final_demand_for_other_textile_network_gas,3.91141818282963E-02
industry_final_demand_for_other_non_specified_network_gas,4.37209192459226E-01
