key,share
industry_chemicals_other_flue_gasses_potential_residual_heat,0.00000000000000E+00
industry_chemicals_other_processes_potential_residual_heat,0.00000000000000E+00
industry_chemicals_other_used_heat,1.00000000000000E+00
