year,preset_demand
2010,1240.035976976169
2011,1128.7945762526022
2012,1123.5341306310888
2013,1207.4961017948954
2014,1077.0126590900027
2015,1052.463198391656
2016,1023.4639555091285
2017,1003.3601965419715
2018,1001.5661974214817
2019,988.8730717319311
2020,975.7267833536417
2021,954.3108914045687
2022,867.3500912237499
2023,764.044711624896
2024,687.6516662539966
2025,620.8439988143518
2026,558.7857710272064
2027,504.38101731878186
2028,458.823798920945
2029,414.90863288727655
2030,378.6795149609247
2031,347.9554139542021
2032,322.4192570940618
2033,300.5348457753692
2034,276.55927128475565
2035,254.5764878661736
2036,229.6479877026829
2037,207.5103091062161
2038,185.37263050974883
2039,163.23495191328155
2040,141.0972733168143
2041,118.95959472034701
2042,96.82191612387975
2043,74.68423752741293
2044,52.54655893094565
2045,30.408880334478276
2046,8.27120173801105
2047,0.0
2048,0.0
2049,0.0
2050,0.0
