year,preset_demand
2010,2900.6484901615245
2011,2640.436522893361
2012,2628.131473739201
2013,2824.532360011197
2014,2519.3100857381837
2015,2461.8848517682927
2016,2394.0508440097847
2017,2347.0248389765643
2018,2342.8283794086014
2019,2313.137066777006
2020,2282.3857319417866
2021,2232.2904316433055
2022,2028.8747901368192
2023,1787.2264840209898
2024,1608.530562428226
2025,1452.25641934847
2026,1307.0919982549497
2027,1179.8303142135164
2028,1073.264473209547
2029,970.5396632718744
2030,885.7937864069035
2031,813.925051264203
2032,754.191772378604
2033,703.0005280693597
2034,646.9177085075125
2035,595.496355646326
2036,537.1844859072352
2037,485.40080770048866
2038,433.617129493741
2039,381.8334512869933
2040,330.04977308024564
2041,278.266094873498
2042,226.4824166667503
2043,174.69873846000374
2044,122.91506025325606
2045,71.13138204650816
2046,19.34770383976061
2047,0.0
2048,0.0
2049,0.0
2050,0.0
