year,preset_demand
2010,787.2688905745995
2011,716.6444121242537
2012,713.3046822573223
2013,766.6101097738472
2014,683.769323632197
2015,668.183463990188
2016,649.7725451172515
2017,637.009154125123
2018,635.8701874148798
2019,627.8116284979811
2020,619.4653675354667
2021,605.8689350057223
2022,550.6596233785094
2023,485.0735330575666
2024,436.57343371091775
2025,394.1588592924074
2026,354.75958939368354
2027,320.2193253293621
2028,291.29614773479864
2029,263.41546952493576
2030,240.4144776134539
2031,220.9084879788247
2032,204.69619877585754
2033,190.80231461472368
2034,175.58080146464454
2035,161.62446323332128
2036,145.79796059002163
2037,131.74328315151985
2038,117.68860571301775
2039,103.63392827451567
2040,89.57925083601359
2041,75.52457339751152
2042,61.469895959009435
2043,47.41521852050764
2044,33.36054108200557
2045,19.30586364350342
2046,5.251186205001371
2047,0.0
2048,0.0
2049,0.0
2050,0.0
