year,max_demand
2010,115.88141439117085
2011,117.62393813480047
2012,119.36646187843009
2013,121.1089856220597
2014,122.85150936568931
2015,124.59403310931891
2016,127.6488278203733
2017,130.70362253142767
2018,133.75841724248207
2019,136.81321195353644
2020,139.86800666459084
2021,139.4090703699723
2022,138.95013407535382
2023,138.49119778073532
2024,138.03226148611682
2025,137.57332519149833
2026,138.5772483359763
2027,139.58117148045426
2028,140.58509462493222
2029,141.5890177694102
2030,142.59294091388816
2031,143.7904778076583
2032,144.98801470142845
2033,146.1855515951986
2034,147.38308848896875
2035,148.5806253827389
2036,149.24751718585637
2037,149.9144089889739
2038,150.58130079209138
2039,151.2481925952089
2040,151.9150843983264
2041,153.42813999464678
2042,154.94119559096714
2043,156.4542511872875
2044,157.96730678360785
2045,159.4803623799282
2046,161.94714496350264
2047,164.41392754707707
2048,166.8807101306515
2049,169.34749271422595
2050,171.81427529780035
